policy_name,control_id,control_statement,implementation_task,owner,status,evidence_link,source_doc_title,source_page,source_controls_file
Data handling and privacy policy,QCB-Data-Handling-P12-I8,"Data Privacy Protection Requirements 13.1 A Financial Institution must ensure that Personal Data, PII and SPI is: 13.1.1 Processed in compliance to the Law No.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,12,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P12-I12,"13.2 A Financial Institution must ensure that the systems and controls address the following: 13.2.1 Ensure the confidentiality, integrity and availability of data and information.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,12,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I0,"Data Handling and Protection Regulation 13 13.3 A Financial Institution must deploy systems and controls that enable it to identify, assess, monitor and manage data protection risk.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I1,13.4 A Financial Institution must assess privacy protection and data protection controls when processing data in a semi-autonomous or autonomous manner.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I2,13.5 A Financial Institution must seek approval from QCB prior to processing data and information within fully autonomous decision-making systems.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I4,Customer Data Protection 14.1 A Financial Institution may process Data Subject information only when one of the follow ing conditions (at least) is met: 14.1.1 The Financial Institution has received explicit consent from the Data Subject.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I7,"14.2 A Financial Institution must establish proper procedures to obtain consent from its customers to collect, access, process, share, and retain data, unless it is necessary for regulatory activity, legal activity or contract fulfilment.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I11,"14.3 A Financial Institution must periodically review its consent procedures to ensure that consent is freely given, specific, informed and unambiguous.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I12,14.4 A Financial Institution must establish the necessary procedures to ensure that customers: 14.4.1 Obtain confirmation of whether their personal data is being processed.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I17,The Financial Institution shall establish a policy for data deletion that considers the following conditions: 14.4.5.1 Deletion will not impact the overall business continuity of the Financial Institution.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I20,"14.5 A Financial Institution processing information associated with a minor must verify that the person giv ing consent, holds parental responsibility “legitimate interest” for the minor.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P13-I21,"14.6 A Financial Institution must define rejection use cases for requests made as per requirement (14.4), whilst maintaining the right to reject the requests.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,13,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I0,"Data Handling and Protection Regulation 14 14.7 A Financial Institution may define a process for expiring consent and consent renewal, if required by certain activities undertaken by the financial institution.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I1,"14.8 A Financial Institution must ensure that the customer has the right to refuse and withdraw consent at any time, except where processing is necessary for legal and regulatory obligations or contract fulfilment.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I2,14.9 A Financial Institution may establish a consent management portal for customers to view and update the consent they have granted a Financial Institution.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I3,14.10 A Financial Institution must maintain a record of the consent granted including but not limited to the following: 14.10.1 Purpose of Data Processing.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I9,14.11 A Financial Institution must inform the customer of the impact of not granting or withdrawing consent on the provision of services to the customer.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I11,"Foreign Data Storage and Transfer Requirements 15.1 A Financial Institution must not store or transfer Personal Data, PII, SPI and SFI to a foreign jurisdiction unless it has received approval from QCB.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I12,"15.2 A Financial Institution must conduct due diligence on jurisdictions and Third Parties that would require foreign data transfers or storage, which includes but may not be limited to: 15.2.1 A risk assessment which includes risks associated with data security and storing data in foreign jurisdictions.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I14,"15.3 A Financial Institution must establish mechanisms to control access to data stored in the foreign jurisdiction, including procedures for granting and revoking access, monitoring user activity, and detecting unauthorized access or data breaches.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I15,15.4 A Financial Institution must ensure at all times that any transfer of personal data to a foreign jurisdiction maintains an adequate level of protection in accordance with the standards defined within this regulation and any other relevant laws and regulations.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I16,15.5 A Financial Institution must identify risks associated with operational processes and systems at separate geographic locations.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P14-I17,15.6 A Financial Institution must assess the legal and regulatory requirements of foreign jurisdictions where they process data that may restrict a Financial Institution’s ability to meet regulatory obligations in Qatar.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,14,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I1,Data Breaches 16.1 A Financial Institution must report Data Breaches and Data Privacy Breaches as per QCB’s incident reporting guidelines.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I2,16.2 A Financial Institution must classify any Data Breach or Data Privacy Beach as an incident and adhere to incident reporting guidelines as directed by the QCB.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I3,16.3 A Financial Institution must report Data Breaches and Data Privacy Breaches to QCB and the authorized agencies in Qatar which includes the National Cyber Security Agency and the Ministry of Interior.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I4,"16.4 A Financial Institution must assess the impact of the breach, upon identification.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I5,16.5 A Financial Institution must assess the need to report a breach to its customers.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I6,"16.6 A Financial Institution must trigger action from relevant stakeholders, including employees and customers, to circumvent potential impact of the breach.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I8,Exemptions 17.1 A Financial Institution seeking an exemption from any requirement within this regulation must request it from QCB.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I10,17.2 A Financial Institution must link its exemption request to a specific requirement in this regulation from which it is seeking a waiver.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I11,17.3 A Financial Institution must support its exemption request with a clear and documented business case or rationale.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I12,17.4 A Financial Institution must ensure that the appropriate individuals or levels of authority within the Financial Institution consistently approve the exemption.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I13,17.5 A Financial Institution must duly record in the Financial Institution’s exemptions register any approved exemptions and assign an expiration date – the date by which the exemption will be mitigated or resolved by the Financial Institution seeking the exemption.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I14,17.6 A Financial Institution must remain accountable for any risks stemming from approved exemptions.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I16,"Compliance with Secondary Regulations Along with the QCB Law and this regulation, the Financial Institution must also comply with the below mentioned secondary regulations, and their subsequent amendments, while operating in Qatar: 18.1 Sector-Specific Security Regulation.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P15-I19,"18.4 Regulations or Guidelines that may be issued by QCB, including those related to emerging technology.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,15,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Data-Handling-P16-I3,The following table lists the requirements that may be considered as recommendations by certain financial institutions.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Data Handling and Protection Regulation.pdf,16,data_handling_and_protection_regulation_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P3-I0,"This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Chapter One Definitions and General Provisions Article (1) For the implementation of the provisions hereof, the following terms and words shall have such meanings assigned to the same, unless otherwise required by context: Ministry: Ministry of Transport and Communications.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,3,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P3-I5,"Controller: a natural or legal person who, whether acting individually or jointly with others, determines how Personal Data may be processed and determines the purpose(s) of any suc h processing Personal Data Processing.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,3,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P5-I4,"Article (2) Provisions hereof shall apply to Personal Data when it is electronically processed, or obtained, gathered or extracted in preparation in any other way for electronic processing, or w hen processed via a combination of electronic and traditional processing.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,5,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P5-I5,"Provisions hereof shall not apply to Personal Data processed by individuals within a private or a family scope, or to any Personal Data processed for the purpose of obtaining official statistical data as per provisions of the referred to law No (2) of 2011.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,5,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P6-I0,"This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Chapter Two Rights of Individuals Article (3) Each Individual has the right to the protection of the Personal Data thereof that shall be processed only within the framework of transparency, honesty, and respect of human dignity, and acceptable practices according to provisions hereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,6,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P6-I1,"Article (4) The Controller shall process Personal Data only after obtaining the consent of the Individual, unless data processing is necessar y to achieve a Lawful Purpose for the Controller or the other recipient of such data.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,6,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P7-I3,A request so made shall be accompanied with proof of the accuracy of such request.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,7,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P7-I9,Obtain a copy of the Personal Data thereof after paying an amount that shall not exceed the service charge.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,7,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P7-I10,"Article (7) The controls and procedures, related to individuals’ exercise of rights provided for in the two preceding Articles , shall be specified by a decision of the Minister.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,7,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P8-I0,This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Chapter Three Liabilities of Controller and Processor Article (8) The Controller shall abide by the following: 1.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,8,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P8-I7,"The privacy protecting policies developed by the Competent Department, and a decision thereon shall be issued by the Minister.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,8,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P9-I5,"Comprehensive and accurate description of the processing activities and the levels of disclosure of such Personal Data for the Lawful Purposes, and if the Controller fails to do so, the Controller shall provide the Individual with a general description there of.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,9,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P9-I8,"Article (10) The Controller shall verify that Personal Data that he collects, or being collected for the benefit thereof, is relevant to Lawful Purposes and adequate for achieving the same.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,9,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P9-I10,"In addition, the Controller shall not keep any Personal Data for a period of time that exce eds the necessary period for achieving such purposes.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,9,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P10-I0,This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Article (11) The Controller shall take the following procedures: 1.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,10,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P10-I7,"Developing internal systems to receive and investigate complaints, and data access and omission or correction reque sts; and they shall be made available to individuals.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,10,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P11-I1,"Article (13) Each of the Controller and the Processor shall take the precautions necessary to protect Personal Data against loss, damage, change, disclosure, access thereto, or the inadvertent or illegal use thereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,11,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P11-I2,Such precautions shall be commensurate with the nature and the importance of the Personal Data intended to be protected.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,11,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P11-I3,"The Processor shall forthwith notify the Controller of the existence of any breach of the precautions referred to, or where any risk arises threatening Personal Data in any way.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,11,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P11-I4,"Article (14) The Controller shall inform the Individual and Competent Department of the occurrence of any breach of the precautions provided for in the preceding Article, and if such breach may cause serious damage to Personal Data or individual privacy.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,11,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P11-I5,"Article (15) Taking into account the liabilities provided for hereto, the Controller shall be forbidden from taking any decision or measure that may limit the Cross-Border Data Flow, unless the processing of such data",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,11,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P12-I0,"This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa is in breach of this Law, or where such processing may cause serious damage to the Personal Data or to the Individual’s privacy.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,12,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P12-I1,"Chapter Four Personal Data with Special Nature Article (16) The Personal data, related to ethnic origin, children, health, physical or psychological condition, religious creeds, marital relations, and criminal offenses, shall be regarded as Personal data with special nature.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,12,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P12-I2,"The Minister may add other types of Personal Data of a special nature, where the misuse or disclosure of the same may cause serious damage to Individual.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,12,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P12-I3,"Personal Data of a special nature may only be processed after obtaining the permission from the Competent Department, as per the measures and controls determined by a decision issued by the Minister.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,12,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P12-I5,"Article (17) Taking into consideration the liabilities provided for hereto, an owner or operator of any website addressing children shall take into account the following:",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,12,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P13-I9,"A child’s participation in a game, promotional award or any other activity shall not be conditional on the child’s provision of Personal Data in excess of the necessary for the participation in such activity.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,13,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P13-I10,"Chapter Five Exemptions Article (18) The Competent Authority may decide to process some Personal Data, without abiding by the provisions of Articles (4), (9), (15) and (17) hereof, for achieving any of the following purposes:",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,13,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P14-I8,The Competent Authority shall keep a special record where the data achieving the aforementioned purposes shall be entered.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,14,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P14-I9,"Conditions, controls and statuses of entry on such record shall be specified by virtue of a decision issued by the Minister.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,14,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P14-I10,"Article (19) The Controller shall be exempted from the provisions of Articles (4), (5\ Items 1, 2, and 3) and (6) hereof, in any of the following cases: 1.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,14,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P14-I20,"Article (20) The Controller shall be exempted from disclosing the reasons for the refusal thereof of abiding by the rights of the Individual, as provided for in Article (6) hereof, if such disclosure would prevent achieving",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,14,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P15-I1,"Article (21) Taking into consideration the provisions of the preceding two Article, the Controller shall be exempted from abiding by provisions of Article (6) hereof, in either of the following two cases: 1.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,15,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P15-I4,"When implementation of such liability would cause disclosing Personal Data related to another Individual who does not consent thereto, and disclosure may lead to physical or moral damage either to this Individual or to any other Individual.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,15,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P15-I5,"Chapter Six Electronic Communication for the Purpose of Direct Marketing Article (22) The transmission of any Electronic Communication to an Individual, for the purpose of Direct Marketing, shall be forbidden, except after obtaining the prior consent thereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,15,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P15-I6,"The Electronic Communication shall include the identity of the originator thereof, and highlight that it is sent for the purpose of Direct Marketing.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,15,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P15-I7,"In addition, it shall include a valid address for easy access thereto and through which an Individual can send a request to the originator to stop such communications or revoke the consent on the sending thereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,15,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P16-I0,"This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Chapter Seven Penalties Article (23) Without prejudice to any more severe penalty stipulated in any other law, a penalty that shall not exceed (1, 000,000) one million QR shall be applicable to anyone violating any of the provisions of the Articles (4, 8, 9, 10, 11, 12, 14, 15, and 22) hereof .",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,16,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P16-I1,"Article (24) Without prejudice to any more severe penalty stipulated in any other law, a penalty that shall not exceed (5, 000, 000) five million QR shall be applicable to anyone violating any of the provisions of the Articles (13), (16\ paragraph 3), and (17) hereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,16,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
